hex,last_seen,alt_first,alt_last,baro_rate_med,gs_avg,lat_last,lon_last,track_last,flight,category,rssi_last,nac_p_last,dist_km,bearing,hdg_diff,phase,target_time,state
4b8e05,2026-02-18 06:55:26.453298,1275.0,30400.0,1600.0,423.5,40.650066,30.493428,96.2,PGT138K,A3,-18.8,8.0,103.47734517439498,285.87602507680856,170.32397492319143,DEPARTURE,2026-02-18 06:36:07.010298000,"[103.48, 30400.0, 423.5, 170.3, 1600.0, 3, -18.8]"
4b8e0b,2026-02-18 06:33:43.511012,1100.0,38500.0,1024.0,141.8,40.938503,29.448478,244.5,PGT825,A3,-17.8,9.0,12.515527706202784,249.28156565498512,4.7815656549851155,DEPARTURE,2026-02-18 05:55:48.214637000,"[12.52, 38500.0, 141.8, 4.8, 1024.0, 3, -17.8]"
4b8e45,2026-02-18 08:25:16.856437,23025.0,30825.0,960.0,438.1,40.538956,30.530029,114.7,PGT78Q,A3,-15.3,10.0,110.38498957986494,291.63765050546846,176.93765050546847,DEPARTURE,2026-02-18 07:52:50.914937000,"[110.38, 30825.0, 438.1, 176.9, 960.0, 3, -15.3]"
4b8e46,2026-02-18 07:10:05.322070,7000.0,29025.0,896.0,404.3,40.645889,30.541443,96.1,PGT2660,A3,-18.0,10.0,107.50260285026499,285.5542424204178,170.54575757958222,DEPARTURE,2026-02-18 06:37:22.305677142,"[107.5, 29025.0, 404.3, 170.5, 896.0, 3, -18.0]"
4b8e47,2026-02-18 09:06:24.849282,1250.0,2825.0,0.0,220.1,40.876465,29.247803,244.7,PGT879F,A3,-8.5,10.0,5.71804935507582,64.48417158941322,179.78417158941323,DEPARTURE,2026-02-18 09:00:26.472282000,"[5.72, 2825.0, 220.1, 179.8, 0.0, 3, -8.5]"
4b9065,2026-02-18 07:05:46.021681,1175.0,30875.0,1216.0,462.0,41.196868,29.363521,63.7,PGT524Q,A3,-18.6,9.0,33.47725846626728,187.8384424044921,124.1384424044921,DEPARTURE,2026-02-18 06:40:02.749181000,"[33.48, 30875.0, 462.0, 124.1, 1216.0, 3, -18.6]"
4b9521,2026-02-18 07:23:02.754702,22700.0,27750.0,1152.0,427.0,40.521116,30.609159,109.3,TKJ3182,A3,-18.2,9.0,117.33429341278662,291.38382065272253,177.91617934727748,DEPARTURE,2026-02-18 06:58:37.819201998,"[117.33, 27750.0, 427.0, 177.9, 1152.0, 3, -18.2]"
4b9da2,2026-02-18 08:23:33.821481,1400.0,28725.0,1472.0,427.6,40.651428,30.47113,96.3,TKJ9AT,A3,-17.7,8.0,101.62716559303247,286.069342722623,170.23065727737702,DEPARTURE,2026-02-18 08:03:43.519502742,"[101.63, 28725.0, 427.6, 170.2, 1472.0, 3, -17.7]"
4b9e02,2026-02-18 09:05:16.763607,1175.0,8475.0,1088.0,230.6,41.125717,29.692322,274.2,TKJ4BW,A3,-14.6,9.0,40.87924057962949,231.97192367926488,42.22807632073511,DEPARTURE,2026-02-18 08:57:10.042283472,"[40.88, 8475.0, 230.6, 42.2, 1088.0, 3, -14.6]"
4b9e53,2026-02-18 08:45:43.689501,1450.0,12425.0,2624.0,348.2,40.85699,29.14573,312.4,TCGRS,A2,-11.1,10.0,14.501691058852408,71.34080694431793,118.94080694431796,DEPARTURE,2026-02-18 08:40:40.312269294,"[14.5, 12425.0, 348.2, 118.9, 2624.0, 2, -11.1]"
4ba8c4,2026-02-18 08:59:40.291704,34000.0,37000.0,0.0,445.0,,,302.3,TKJ8YZ,A3,-15.8,0.0,,,180.0,DEPARTURE,2026-02-18 07:45:20.695704000,"[50.0, 37000.0, 445.0, 180.0, 0.0, 3, -15.8]"
4ba8ce,2026-02-17 21:18:34.439661,3925.0,24725.0,1920.0,454.2,40.663513,30.292603,88.4,TKJ33W,A3,-14.8,9.0,86.82833668849105,287.8418718515392,160.55812814846078,DEPARTURE,2026-02-17 21:05:22.197410998,"[86.83, 24725.0, 454.2, 160.6, 1920.0, 3, -14.8]"
4ba8d2,2026-02-18 07:13:17.379857,1175.0,2650.0,896.0,136.9,40.93927,29.450684,242.1,TKJ15J,A3,-18.2,9.0,12.719023345649939,249.2189566830856,7.1189566830855995,DEPARTURE,2026-02-18 07:10:00.342499858,"[12.72, 2650.0, 136.9, 7.1, 896.0, 3, -18.2]"
4ba8f2,2026-02-18 00:54:03.936969,1225.0,3450.0,896.0,197.7,40.877706,29.248789,242.3,TKJ1LJ,A3,-7.6,9.0,5.584500768447322,65.39618096527215,176.90381903472786,DEPARTURE,2026-02-18 00:49:53.360183284,"[5.58, 3450.0, 197.7, 176.9, 896.0, 3, -7.6]"
4ba904,2026-02-18 06:42:21.890199,25025.0,32000.0,1216.0,467.0,40.485783,30.503103,100.6,TKJ340,A3,-18.0,10.0,110.62985970810766,294.9027021399339,165.69729786006607,DEPARTURE,2026-02-18 06:15:43.410830578,"[110.63, 32000.0, 467.0, 165.7, 1216.0, 3, -18.0]"
4ba90c,2026-02-18 07:55:49.126661,26475.0,31375.0,1344.0,480.8,40.647226,30.524826,96.2,THY9JF,A3,-12.8,9.0,106.11236608482298,285.6689883080063,170.53101169199368,DEPARTURE,2026-02-18 07:32:08.933018144,"[106.11, 31375.0, 480.8, 170.5, 1344.0, 3, -12.8]"
4ba90d,2026-02-18 08:00:01.205676,8150.0,35000.0,1664.0,467.4,40.536618,30.538247,108.6,THY4VJ,A3,-17.8,9.0,111.12638266349205,291.63553978941655,176.96446021058344,DEPARTURE,2026-02-18 07:38:39.663445229,"[111.13, 35000.0, 467.4, 177.0, 1664.0, 3, -17.8]"
4ba934,2026-02-18 02:10:11.254044,14775.0,31275.0,1472.0,466.9,40.644293,30.557161,96.4,THY92K,A5,-18.3,9.0,108.82789413373585,285.4672209856519,170.93277901434809,DEPARTURE,2026-02-18 01:48:36.973848346,"[108.83, 31275.0, 466.9, 170.9, 1472.0, 5, -18.3]"
4ba94d,2026-02-17 19:10:23.314805,24850.0,33000.0,1536.0,515.9,40.652481,30.460815,96.1,THY252,A5,-18.7,8.0,100.75864166954956,286.13557624541795,169.96442375458204,DEPARTURE,2026-02-17 18:48:34.793305000,"[100.76, 33000.0, 515.9, 170.0, 1536.0, 5, -18.7]"
4ba94f,2026-02-18 03:14:24.980287,15825.0,31475.0,1920.0,466.8,40.65365,30.447922,96.3,THY198,A5,-18.6,8.0,99.67785352324854,286.2290968927529,170.0709031072471,DEPARTURE,2026-02-18 02:57:41.929536998,"[99.68, 31475.0, 466.8, 170.1, 1920.0, 5, -18.6]"
4ba950,2026-02-17 21:18:03.430286,17300.0,32000.0,1792.0,507.9,40.654535,30.440806,96.1,THY59E,A5,-16.6,8.0,99.07399858616493,286.26682444915446,169.83317555084554,DEPARTURE,2026-02-17 20:59:52.545714574,"[99.07, 32000.0, 507.9, 169.8, 1792.0, 5, -16.6]"
4ba954,2026-02-18 02:41:26.865383,25750.0,33000.0,1024.0,490.5,40.33699,30.80426,95.7,THY24,A5,-18.2,9.0,140.7938196252169,296.8149110215399,158.8850889784601,DEPARTURE,2026-02-18 02:08:53.819633000,"[140.79, 33000.0, 490.5, 158.9, 1024.0, 5, -18.2]"
4ba976,2026-02-18 07:58:22.172885,1375.0,29825.0,1920.0,442.8,40.532455,30.548889,116.0,TKJ2FX,A3,-17.5,8.0,112.13309687270082,291.69285163843495,175.69285163843495,DEPARTURE,2026-02-18 07:42:30.723634999,"[112.13, 29825.0, 442.8, 175.7, 1920.0, 3, -17.5]"
4ba994,2026-02-17 22:15:19.955567,9350.0,9900.0,2304.0,336.0,41.219632,28.943606,11.7,THY2550,A3,-13.4,9.0,47.051953254260255,139.22716336083033,127.52716336083033,DEPARTURE,2026-02-17 22:10:42.755067000,"[47.05, 9900.0, 336.0, 127.5, 2304.0, 3, -13.4]"
4ba99a,2026-02-18 08:36:09.337690,10375.0,34475.0,1344.0,458.2,40.573975,30.46521,118.4,THY7LK,A3,-18.3,9.0,103.87194055484707,290.711487395981,172.311487395981,DEPARTURE,2026-02-18 08:10:10.893189998,"[103.87, 34475.0, 458.2, 172.3, 1344.0, 3, -18.3]"
4ba9b0,2026-02-18 08:22:10.796290,22275.0,33000.0,0.0,451.5,40.52417,30.651123,114.5,THY6WX,A3,-17.4,9.0,120.52366424314611,290.6456535541449,176.14565355414493,DEPARTURE,2026-02-18 07:15:51.436290000,"[120.52, 33000.0, 451.5, 176.1, 0.0, 3, -17.4]"
4ba9c1,2026-02-18 06:23:28.272433,21750.0,25825.0,1024.0,430.3,41.296875,30.528198,292.0,THY370,A5,-17.8,10.0,111.33205418418194,246.9620555801515,45.037944419848486,DEPARTURE,2026-02-18 05:57:55.745839250,"[111.33, 25825.0, 430.3, 45.0, 1024.0, 5, -17.8]"
4ba9c3,2026-02-18 08:43:41.541092,12450.0,31600.0,1280.0,443.5,40.083069,29.366577,164.3,THY5188,A5,-18.1,11.0,90.8126174911637,356.9558571530159,167.34414284698408,DEPARTURE,2026-02-18 08:18:40.950092000,"[90.81, 31600.0, 443.5, 167.3, 1280.0, 5, -18.1]"
4ba9cb,2026-02-18 02:11:49.283751,17825.0,28975.0,1024.0,457.7,40.643738,30.563293,96.3,THY48J,A5,-17.4,10.0,109.34300638982039,285.4300774110448,170.8699225889552,DEPARTURE,2026-02-18 01:43:12.196844750,"[109.34, 28975.0, 457.7, 170.9, 1024.0, 5, -17.4]"
4ba9ce,2026-02-18 01:46:42.116448,25725.0,37575.0,448.0,502.2,40.56015,31.046326,105.5,THY706,A5,-19.4,10.0,151.1338527791836,284.984353841508,179.48435384150798,DEPARTURE,2026-02-18 00:31:13.786448000,"[151.13, 37575.0, 502.2, 179.5, 448.0, 5, -19.4]"
4ba9cf,2026-02-18 03:18:12.299916,10275.0,28275.0,2208.0,328.3,,,156.5,,,-20.5,11.0,,,180.0,DEPARTURE,2026-02-18 03:05:04.628524698,"[50.0, 28275.0, 328.3, 180.0, 2208.0, 0, -20.5]"
4ba9d0,2026-02-18 02:04:07.001815,13025.0,31675.0,1408.0,447.2,40.610124,30.810283,106.0,THY726,A5,-17.9,10.0,130.4425633817584,284.7245652753226,178.72456527532262,DEPARTURE,2026-02-18 01:41:17.886883184,"[130.44, 31675.0, 447.2, 178.7, 1408.0, 5, -17.9]"
4ba9d4,2026-02-17 21:53:14.873013,22850.0,36775.0,1216.0,462.0,40.589501,30.90735,105.6,THY4DL,A5,-18.0,10.0,138.9515320018424,284.8414126688656,179.2414126688656,DEPARTURE,2026-02-17 21:22:40.993091948,"[138.95, 36775.0, 462.0, 179.2, 1216.0, 5, -18.0]"
4ba9da,2026-02-18 03:04:41.526038,16975.0,30250.0,1088.0,419.1,40.610915,30.806975,105.9,THY172,A5,-19.0,11.0,130.150138247885,284.71620714082536,178.81620714082536,DEPARTURE,2026-02-18 02:36:34.009508590,"[130.15, 30250.0, 419.1, 178.8, 1088.0, 5, -19.0]"
4ba9e4,2026-02-18 08:49:48.090170,9475.0,28850.0,1472.0,413.7,,,160.5,THY5114,,-16.6,,,,180.0,DEPARTURE,2026-02-18 08:29:52.831083044,"[50.0, 28850.0, 413.7, 180.0, 1472.0, 0, -16.6]"
4ba9e8,2026-02-18 03:20:17.474664,12975.0,25500.0,1152.0,402.1,40.658112,30.38678,95.9,THY734,A5,-18.2,9.0,94.59156002810427,286.77272790920443,169.12727209079557,DEPARTURE,2026-02-18 02:57:50.045663998,"[94.59, 25500.0, 402.1, 169.1, 1152.0, 5, -18.2]"
4ba9fa,2026-02-18 08:58:00.240129,21275.0,31300.0,1024.0,461.3,40.6307,30.359532,120.6,THY6304,A5,-15.2,9.0,93.33820755393558,288.95393834383975,168.35393834383976,DEPARTURE,2026-02-18 08:27:06.969754000,"[93.34, 31300.0, 461.3, 168.4, 1024.0, 5, -15.2]"
4baa0c,2026-02-18 03:38:25.616866,23475.0,33000.0,896.0,430.4,40.512863,30.646606,105.4,THY1TD,A3,-18.4,9.0,120.61675724160418,291.26549075113246,174.13450924886754,DEPARTURE,2026-02-18 03:01:16.527437426,"[120.62, 33000.0, 430.4, 174.1, 896.0, 3, -18.4]"
4baa0e,2026-02-18 08:17:36.578067,26025.0,33000.0,64.0,442.5,40.517671,30.6262,107.5,THY6ZU,A3,-18.1,10.0,118.81536139484817,291.3135705832243,176.1864294167757,DEPARTURE,2026-02-18 07:11:17.312067000,"[118.82, 33000.0, 442.5, 176.2, 64.0, 3, -18.1]"
4baa44,2026-02-18 06:03:43.986142,8500.0,26825.0,832.0,376.7,41.022297,28.812707,162.4,THY5060,A3,-18.0,9.0,43.90087599743622,108.09579700449444,54.30420299550556,DEPARTURE,2026-02-18 05:31:10.278949690,"[43.9, 26825.0, 376.7, 54.3, 832.0, 3, -18.0]"
4baa47,2026-02-18 04:46:04.954279,9375.0,29875.0,1472.0,421.1,40.352737,30.709229,89.0,THY5208,A3,-18.0,9.0,132.83118500487188,297.64449707068405,151.35550292931595,DEPARTURE,2026-02-18 04:25:28.014300742,"[132.83, 29875.0, 421.1, 151.4, 1472.0, 3, -18.0]"
4baa48,2026-02-17 22:48:51.124714,19150.0,23825.0,832.0,387.6,41.335966,30.400543,292.1,THY8UT,A3,-16.8,9.0,103.55160515277527,242.3484669652459,49.75153303475412,DEPARTURE,2026-02-17 22:19:53.767675538,"[103.55, 23825.0, 387.6, 49.8, 832.0, 3, -16.8]"
4baa4a,2026-02-18 07:48:19.666176,18325.0,32975.0,896.0,430.8,39.782192,29.446533,157.5,THY5074,A3,-17.8,9.0,124.68333148458902,354.6878466803552,162.81215331964478,DEPARTURE,2026-02-18 07:11:12.312854574,"[124.68, 32975.0, 430.8, 162.8, 896.0, 3, -17.8]"
4baa4e,2026-02-17 19:05:16.104443,17250.0,27525.0,1536.0,419.7,40.669601,29.952576,99.5,THY71N,A3,-14.6,9.0,59.8547627693159,295.3871596210568,164.1128403789432,DEPARTURE,2026-02-17 18:47:01.707130500,"[59.85, 27525.0, 419.7, 164.1, 1536.0, 3, -14.6]"
4baa52,2026-02-17 18:36:55.351746,7100.0,7525.0,2624.0,307.0,41.223953,28.944702,10.3,,,-14.5,,47.35750714222534,139.6914941202043,129.3914941202043,DEPARTURE,2026-02-17 18:33:44.088197222,"[47.36, 7525.0, 307.0, 129.4, 2624.0, 0, -14.5]"
4baa56,2026-02-18 08:41:39.505075,8550.0,31200.0,576.0,420.1,39.806074,29.432373,157.5,THY53Z,A3,-18.4,9.0,121.93086719480335,355.12913956496743,162.37086043503257,DEPARTURE,2026-02-18 07:47:10.311074998,"[121.93, 31200.0, 420.1, 162.4, 576.0, 3, -18.4]"
4baa5a,2026-02-17 20:06:21.874267,7825.0,7825.0,2048.0,306.4,,,25.7,,,-15.5,9.0,,,180.0,DEPARTURE,2026-02-17 20:02:13.436220128,"[50.0, 7825.0, 306.4, 180.0, 2048.0, 0, -15.5]"
4baa65,2026-02-18 07:37:22.346096,21150.0,27000.0,256.0,444.5,40.647738,30.515151,96.1,THY1WK,A3,-18.0,9.0,105.3111926602602,285.7527702983718,170.3472297016282,DEPARTURE,2026-02-18 06:43:03.167096000,"[105.31, 27000.0, 444.5, 170.3, 256.0, 3, -18.0]"
4baa67,2026-02-17 18:35:17.323262,7450.0,7875.0,2944.0,311.1,41.221298,28.943909,16.0,,,-18.8,,47.175902807268095,139.3976008971374,123.39760089713741,DEPARTURE,2026-02-17 18:32:17.650338088,"[47.18, 7875.0, 311.1, 123.4, 2944.0, 0, -18.8]"
4baa6e,2026-02-18 07:47:58.638220,9350.0,10025.0,2624.0,299.1,,,358.9,,,-14.9,,,,180.0,DEPARTURE,2026-02-18 07:43:50.238037072,"[50.0, 10025.0, 299.1, 180.0, 2624.0, 0, -14.9]"
4baa6f,2026-02-18 04:52:59.446589,8550.0,29950.0,1216.0,402.4,40.568413,30.470831,104.8,THY2HQ,A3,-18.2,9.0,104.53557449001426,290.9401551988057,173.8598448011943,DEPARTURE,2026-02-18 04:28:02.481536370,"[104.54, 29950.0, 402.4, 173.9, 1216.0, 3, -18.2]"
4baa72,2026-02-18 00:19:06.344052,15875.0,16375.0,960.0,334.5,41.201706,29.55481,314.2,THY2ML,A3,-16.4,9.0,39.4985541172192,211.50913500094947,102.69086499905052,DEPARTURE,2026-02-18 00:01:43.740551998,"[39.5, 16375.0, 334.5, 102.7, 960.0, 3, -16.4]"
4baa76,2026-02-17 22:16:47.988521,8025.0,8425.0,2240.0,315.8,41.210953,28.941528,29.8,,,-15.4,9.0,46.44087874807454,138.285807550365,108.48580755036501,DEPARTURE,2026-02-17 22:12:43.156878142,"[46.44, 8425.0, 315.8, 108.5, 2240.0, 0, -15.4]"
4baa7a,2026-02-17 21:36:07.037237,7050.0,12450.0,2176.0,293.9,,,295.6,,,-16.8,9.0,,,180.0,DEPARTURE,2026-02-17 21:30:04.588795826,"[50.0, 12450.0, 293.9, 180.0, 2176.0, 0, -16.8]"
4baa84,2026-02-17 22:00:40.128505,7300.0,8500.0,1984.0,302.1,,,10.5,,,-17.9,9.0,,,180.0,DEPARTURE,2026-02-17 21:56:03.924053390,"[50.0, 8500.0, 302.1, 180.0, 1984.0, 0, -17.9]"
4baa8c,2026-02-18 07:32:58.147743,8075.0,10100.0,2816.0,296.3,,,357.5,,,-14.6,9.0,,,180.0,DEPARTURE,2026-02-18 07:29:03.808879362,"[50.0, 10100.0, 296.3, 180.0, 2816.0, 0, -14.6]"
4baa8e,2026-02-18 07:33:06.158012,26950.0,31000.0,-64.0,436.5,39.75752,29.459839,157.1,THY8TG,A3,-17.1,9.0,127.52319659337412,354.3016735342614,162.7983264657386,DEPARTURE,2026-02-18 06:30:47.020012000,"[127.52, 31000.0, 436.5, 162.8, -64.0, 3, -17.1]"
4baa90,2026-02-18 08:50:48.109347,20275.0,29000.0,1024.0,457.5,40.647629,30.51825,96.0,THY7AP,A3,-16.2,9.0,105.56613206598608,285.7225958621348,170.27740413786518,DEPARTURE,2026-02-18 08:22:09.754597000,"[105.57, 29000.0, 457.5, 170.3, 1024.0, 3, -16.2]"
4baa93,2026-02-18 09:06:24.849282,4050.0,10500.0,832.0,286.0,40.604507,30.837341,64.2,TKJ9PC,A3,-17.0,0.0,132.81048449456992,284.75215375175804,139.44784624824194,DEPARTURE,2026-02-18 08:53:28.504743538,"[132.81, 10500.0, 286.0, 139.4, 832.0, 3, -17.0]"
4baa96,2026-02-18 07:18:27.477423,1125.0,1950.0,1536.0,123.9,40.932452,29.431936,244.7,TKJ1JP,A3,-16.2,9.0,10.978644074151326,249.98880365056323,5.2888036505632385,DEPARTURE,2026-02-18 07:16:52.175548000,"[10.98, 1950.0, 123.9, 5.3, 1536.0, 3, -16.2]"
4baac1,2026-02-18 07:51:04.896234,30150.0,37025.0,896.0,484.8,40.637357,30.635875,96.2,THY6983,A3,-18.3,9.0,115.43871810681595,285.0068898667131,171.1931101332869,DEPARTURE,2026-02-18 07:09:26.456555426,"[115.44, 37025.0, 484.8, 171.2, 896.0, 3, -18.3]"
4baac6,2026-02-17 22:38:07.729577,10575.0,19150.0,0.0,413.2,41.276892,29.57351,296.8,THY1MB,A3,-17.5,9.0,47.540162223930814,207.85857762973836,88.94142237026165,DEPARTURE,2026-02-17 21:59:30.647577000,"[47.54, 19150.0, 413.2, 88.9, 0.0, 3, -17.5]"
4baac8,2026-02-18 07:48:35.687397,28550.0,33100.0,896.0,438.5,40.543275,30.518022,118.3,THY7DE,A3,-16.8,9.0,109.2648191620299,291.5919040333372,173.29190403333718,DEPARTURE,2026-02-18 07:11:20.089539858,"[109.26, 33100.0, 438.5, 173.3, 896.0, 3, -16.8]"
4baacc,2026-02-18 07:47:02.578814,27000.0,31150.0,1344.0,489.6,40.640802,30.603478,95.9,THY3PN,A3,-17.9,9.0,112.69961538804685,285.15726060621137,170.74273939378864,DEPARTURE,2026-02-18 07:23:32.877814002,"[112.7, 31150.0, 489.6, 170.7, 1344.0, 3, -17.9]"
4bab22,2026-02-18 09:06:24.849282,11625.0,11625.0,896.0,330.8,,,184.0,,,-15.9,9.0,,,180.0,DEPARTURE,2026-02-18 08:53:06.399460574,"[50.0, 11625.0, 330.8, 180.0, 896.0, 0, -15.9]"
4bab23,2026-02-18 08:53:23.155933,23025.0,29475.0,0.0,458.8,40.672989,29.95343,106.5,THY844,A3,-16.5,9.0,59.75946676283078,295.03180206187403,171.46819793812597,DEPARTURE,2026-02-18 07:54:06.166933000,"[59.76, 29475.0, 458.8, 171.5, 0.0, 3, -16.5]"
4bab24,2026-02-18 09:06:24.849282,11950.0,33750.0,1280.0,465.8,40.561291,30.116272,101.8,THY6EG,A3,-13.4,9.0,77.66297224645183,299.14068564895496,162.65931435104505,DEPARTURE,2026-02-18 08:39:42.830032000,"[77.66, 33750.0, 465.8, 162.7, 1280.0, 3, -13.4]"
4bab25,2026-02-18 05:43:49.939811,16375.0,37000.0,640.0,476.3,40.343399,30.802856,99.3,THY892,A3,-17.4,9.0,140.36734997604987,296.5763381136936,162.7236618863064,DEPARTURE,2026-02-18 04:45:41.202811000,"[140.37, 37000.0, 476.3, 162.7, 640.0, 3, -17.4]"
4bab2e,2026-02-17 18:42:22.672167,25875.0,34800.0,1152.0,481.4,40.633214,29.932251,104.1,THY6NZ,A3,-15.6,9.0,60.20016139827651,299.55616895651514,164.54383104348486,DEPARTURE,2026-02-17 18:11:50.194167002,"[60.2, 34800.0, 481.4, 164.5, 1152.0, 3, -15.6]"
4bab4f,2026-02-18 08:02:29.252942,1275.0,27925.0,2048.0,458.5,40.659302,30.377136,96.0,TKJ4KY,A3,-17.9,9.0,93.77454046568894,286.8324386988146,169.1675613011854,DEPARTURE,2026-02-18 07:48:31.192707628,"[93.77, 27925.0, 458.5, 169.2, 2048.0, 3, -17.9]"
4bab56,2026-02-18 08:34:43.285653,4075.0,2650.0,896.0,131.0,40.661545,30.341309,244.2,TKJ36U,A3,-16.2,9.0,90.81185600431427,287.21019705582455,43.01019705582456,DEPARTURE,2026-02-18 08:31:25.892295858,"[90.81, 2650.0, 131.0, 43.0, 896.0, 3, -16.2]"
4bad99,2026-02-18 00:07:22.881603,7850.0,34925.0,1984.0,475.7,40.650997,30.47751,96.2,TCKLY,A3,-19.1,10.0,102.15768140491085,286.01576389037683,170.18423610962316,DEPARTURE,2026-02-17 23:49:27.323006226,"[102.16, 34925.0, 475.7, 170.2, 1984.0, 3, -19.1]"
4bb025,2026-02-17 18:04:03.349608,1250.0,6175.0,2048.0,215.1,40.875286,29.244856,243.8,TKJ6700,A3,-12.0,10.0,5.998143329315825,64.37167552025414,179.42832447974587,DEPARTURE,2026-02-17 18:00:42.734404872,"[6.0, 6175.0, 215.1, 179.4, 2048.0, 3, -12.0]"
4bb026,2026-02-18 07:57:32.157434,1250.0,1400.0,1600.0,139.5,40.908096,29.365906,243.6,TKJ9UX,A3,-16.3,0.0,4.881305137000595,257.52578927834463,13.925789278344638,DEPARTURE,2026-02-18 07:56:19.951434000,"[4.88, 1400.0, 139.5, 13.9, 1600.0, 3, -16.3]"
4bb028,2026-02-18 04:46:45.965832,4600.0,25625.0,1536.0,336.2,40.683334,30.213196,97.9,TKJ187,A3,-18.0,10.0,79.7784291143385,287.7546716378241,170.1453283621759,DEPARTURE,2026-02-18 04:29:45.285269502,"[79.78, 25625.0, 336.2, 170.1, 1536.0, 3, -18.0]"
4bb04d,2026-02-18 08:07:38.356574,1450.0,22600.0,1536.0,434.1,40.654768,30.421455,95.7,TKJ6AB,A3,-16.3,8.0,97.50058829772902,286.50818535599797,169.19181464400202,DEPARTURE,2026-02-18 07:52:35.877073998,"[97.5, 22600.0, 434.1, 169.2, 1536.0, 3, -16.3]"
4bb050,2026-02-18 09:06:24.849282,1150.0,2675.0,1152.0,132.0,40.65109,30.47726,244.3,TKJ4CM,A3,-14.3,0.0,102.13455631984166,286.01328950980877,41.71328950980876,DEPARTURE,2026-02-18 09:03:45.862365334,"[102.13, 2675.0, 132.0, 41.7, 1152.0, 3, -14.3]"
4bb061,2026-02-17 19:03:46.979987,22000.0,27625.0,1024.0,462.5,40.589996,30.163452,100.3,THY354,A3,-15.5,10.0,79.72812860601154,295.77128562146055,164.52871437853946,DEPARTURE,2026-02-17 18:36:28.680643250,"[79.73, 27625.0, 462.5, 164.5, 1024.0, 3, -15.5]"
4bb066,2026-02-18 08:28:56.159863,9575.0,10050.0,2112.0,263.1,,,208.6,,,-15.3,10.0,,,180.0,DEPARTURE,2026-02-18 08:23:51.006499362,"[50.0, 10050.0, 263.1, 180.0, 2112.0, 0, -15.3]"
4bb069,2026-02-17 22:18:46.034824,19550.0,28775.0,1216.0,443.5,40.656921,30.408142,96.1,THY350,A3,-17.5,10.0,96.35585014724136,286.55272263941197,169.54727736058803,DEPARTURE,2026-02-17 21:54:46.576745052,"[96.36, 28775.0, 443.5, 169.5, 1216.0, 3, -17.5]"
4bb06a,2026-02-17 20:31:59.959800,8150.0,21075.0,1472.0,342.6,40.490438,29.276567,163.2,THY50K,A3,-18.2,10.0,45.46885340754486,3.458317050034964,159.74168294996502,DEPARTURE,2026-02-17 20:17:21.286473912,"[45.47, 21075.0, 342.6, 159.7, 1472.0, 3, -18.2]"
4bb06b,2026-02-18 02:07:31.202721,16150.0,29175.0,1152.0,428.7,40.236465,29.935913,86.8,THY352,A3,-17.6,10.0,90.68096703169576,324.4871703303757,122.3128296696243,DEPARTURE,2026-02-18 01:41:52.034471002,"[90.68, 29175.0, 428.7, 122.3, 1152.0, 3, -17.6]"
4bb06d,2026-02-17 20:17:50.196619,10000.0,10000.0,1024.0,247.7,,,173.3,,,-16.2,,,,180.0,DEPARTURE,2026-02-17 20:07:44.624119000,"[50.0, 10000.0, 247.7, 180.0, 1024.0, 0, -16.2]"
4bb06e,2026-02-18 06:08:25.268749,8575.0,34000.0,1216.0,463.1,40.542251,30.52183,113.4,THY2QU,A3,-18.5,10.0,109.60591487814544,291.5878225250904,178.1878225250904,DEPARTURE,2026-02-18 05:40:08.003170052,"[109.61, 34000.0, 463.1, 178.2, 1216.0, 3, -18.5]"
4bb0e3,2026-02-17 17:56:05.068858,22200.0,28750.0,1024.0,502.1,40.656555,30.402649,97.3,THY45M,A5,-15.1,9.0,95.92343024326686,286.6512807984382,170.6487192015618,DEPARTURE,2026-02-17 17:27:40.981545500,"[95.92, 28750.0, 502.1, 170.6, 1024.0, 5, -15.1]"
4bb0e7,2026-02-18 03:18:03.287236,17775.0,31600.0,1152.0,431.7,40.64825,30.51178,96.4,THY056,A5,-18.9,11.0,105.02202043906861,285.7628001619721,170.6371998380279,DEPARTURE,2026-02-18 02:50:17.940902664,"[105.02, 31600.0, 431.7, 170.6, 1152.0, 5, -18.9]"
4bb0e8,2026-02-17 20:54:08.147549,22150.0,30925.0,1280.0,504.8,40.653854,30.438354,96.0,THY51U,A5,-15.6,10.0,98.89672729653968,286.34090140105343,169.65909859894657,DEPARTURE,2026-02-17 20:29:39.026174000,"[98.9, 30925.0, 504.8, 169.7, 1280.0, 5, -15.6]"
4bb0e9,2026-02-18 03:31:24.030496,18250.0,32975.0,1280.0,447.5,40.645157,30.547424,96.0,THY164,A5,-18.5,9.0,108.01057600890238,285.5279491737665,170.4720508262335,DEPARTURE,2026-02-18 03:05:18.816371000,"[108.01, 32975.0, 447.5, 170.5, 1280.0, 5, -18.5]"
4bb0ea,2026-02-17 22:22:27.103466,24600.0,33725.0,1280.0,497.7,40.615524,30.388808,118.8,THY1CL,A5,-18.2,9.0,96.22658303769948,289.44512633827327,170.64512633827326,DEPARTURE,2026-02-17 21:55:46.734091000,"[96.23, 33725.0, 497.7, 170.6, 1280.0, 5, -18.2]"
